,abstract,bands,circle,figure,gestural,grid,landscape,portrait,rectangle,repetition,shape,square,still_life,symmetry,label,range_Blue,stdev_Blue,skew_Blue,range_Green,stdev_Green,skew_Green,range_Red,stdev_Red,skew_Red,range_Hue,stdev_Hue,skew_Hue,range_Saturation,stdev_Saturation,skew_Saturation,range_Value,stdev_Value,skew_Value
1997.006,13.51,1.37,0.58,0.15,0.9,9.15,0.01,0.04,58.6,1.56,1.65,1.15,0.43,10.91,rectangle,26.0,3.0503585,5.365640640258789,24.0,2.9448047,4.918878078460693,20.0,2.7471576,4.289583683013916,27.0,3.3969195,5.892819881439209,22.0,3.0065033,4.835886478424072,24.0,3.101159,5.1604743003845215
1997.007,0.35,15.18,0.02,0.0,0.06,0.0,0.0,0.0,83.21,0.13,0.95,0.09,0.02,0.01,rectangle,25.0,3.1954558,5.249241828918457,28.0,3.2076569,5.277982234954834,32.0,3.343604,5.883601188659668,23.0,2.8613808,5.22021484375,22.0,2.828427,5.262904644012451,23.0,2.769815,5.068644046783447
1997.008,12.63,3.4,0.21,0.04,0.35,0.04,0.0,0.01,78.68,0.19,2.26,0.55,0.62,1.02,rectangle,21.0,3.1024184,4.509207248687744,23.0,3.1696806,4.7091546058654785,31.0,3.3784704,5.864074230194092,38.0,3.0052037,8.335022926330566,31.0,2.75,6.645755290985107,31.0,2.828427,6.489293098449707
1997.009,13.35,0.56,25.31,3.85,12.61,0.0,0.06,0.04,31.21,0.01,9.21,3.1,0.62,0.07,rectangle,51.0,3.9330332,9.361268997192383,33.0,3.577272,6.656032562255859,45.0,3.8426065,8.046993255615234,128.0,8.075812,15.316732406616211,128.0,8.057411,15.404013633728027,128.0,8.070974,15.33656120300293
1997.015,54.28,5.71,3.96,0.04,0.53,10.42,0.01,0.09,17.15,3.22,0.97,0.98,1.39,1.23,abstract,27.0,2.9646354,5.081457138061523,31.0,3.329555,5.819334030151367,28.0,3.4129808,5.670591831207275,18.0,2.21853,4.137231349945068,22.0,2.3913908,4.875755310058594,22.0,2.51868,5.13405179977417
1997.016,10.41,0.84,0.96,0.06,0.45,2.73,0.0,0.02,77.32,0.39,1.3,0.98,0.44,4.1,rectangle,17.0,2.6472273,3.886504650115967,17.0,2.8131943,4.200608253479004,19.0,2.785285,4.329236030578613,17.0,2.4796042,4.54393196105957,25.0,2.8980057,5.944183826446533,34.0,2.9434779,7.2339019775390625
1997.017,20.94,6.66,0.98,0.02,0.64,0.93,0.0,0.03,66.38,1.62,0.51,0.21,0.3,0.78,rectangle,19.0,2.7228775,4.12062931060791,18.0,2.849068,4.102198123931885,35.0,3.5509682,6.088972568511963,19.0,2.2325714,4.28502082824707,22.0,2.3913908,4.779782772064209,24.0,2.9487815,5.492926120758057
1997.018,9.85,1.17,0.16,0.06,1.48,0.17,0.0,0.01,83.15,0.46,1.07,0.28,0.09,2.03,rectangle,22.0,2.5617378,4.631342887878418,18.0,2.52178,4.160071849822998,24.0,2.7343304,5.042410850524902,38.0,3.2536037,8.10166072845459,23.0,2.4638004,4.629583835601807,26.0,2.5950675,5.373168468475342
1997.019,4.4,1.22,1.35,0.03,0.22,0.56,0.0,0.01,83.11,0.16,2.0,0.36,0.75,5.83,rectangle,22.0,3.0426652,4.494102954864502,23.0,3.0310888,4.801433563232422,22.0,3.0065033,4.754817962646484,19.0,2.3913908,4.030852794647217,22.0,2.6070817,4.622025966644287,18.0,2.555631,4.128232479095459
1997.020,0.68,0.79,0.95,0.01,0.08,0.02,0.0,0.0,95.44,0.02,1.63,0.04,0.14,0.21,rectangle,22.0,3.014289,5.308122634887695,19.0,2.7908893,4.632047653198242,19.0,2.7457354,4.517887115478516,30.0,2.86956,6.470621109008789,23.0,2.625,5.552964210510254,26.0,2.7343304,5.803659439086914
1997.021,7.58,1.13,0.3,0.03,0.14,0.22,0.0,0.0,82.5,0.14,1.66,0.17,0.22,5.9,rectangle,24.0,3.082207,5.193220138549805,21.0,2.8844953,4.721943378448486,23.0,3.122499,4.958583831787109,14.0,2.0175016,3.5455095767974854,12.0,1.9960899,3.360982656478882,15.0,2.1286733,3.8829431533813477
1997.022,1.95,13.85,0.08,0.05,0.37,0.03,0.0,0.01,77.42,0.67,2.55,2.7,0.18,0.14,rectangle,16.0,2.4206145,3.738719940185547,17.0,2.4906073,3.791827917098999,13.0,2.3150325,3.522106409072876,28.0,2.9168155,5.700063228607178,20.0,2.7257452,4.569988250732422,20.0,2.6969311,4.915182113647461
1997.023,8.89,0.44,3.17,0.05,0.96,17.52,0.0,0.04,64.22,1.65,1.07,1.14,0.31,0.54,rectangle,48.0,5.270051,7.852468967437744,50.0,5.1059093,7.5614848136901855,49.0,4.290251,7.9343438148498535,59.0,5.277458,9.127697944641113,62.0,5.485065,9.519641876220703,45.0,4.1833,7.968866348266602
1998.001,13.41,20.76,0.23,0.01,0.04,0.19,0.0,0.01,62.9,2.05,0.14,0.03,0.06,0.17,rectangle,17.0,2.6368778,3.982621192932129,18.0,2.6809514,4.0989670753479,14.0,2.5326,3.652132511138916,14.0,2.309965,4.051610469818115,19.0,2.441503,4.561920166015625,15.0,2.152397,3.850564479827881
1998.002,5.24,1.53,1.2,0.01,0.1,0.46,0.0,0.0,90.03,0.25,0.39,0.14,0.21,0.43,rectangle,19.0,2.5109136,4.189517498016357,22.0,2.772634,4.561128616333008,22.0,2.8159702,4.983276844024658,22.0,2.5078003,5.100483417510986,30.0,3.153619,6.329652309417725,28.0,3.101159,6.27716588973999
1998.003,0.8,0.37,1.31,0.0,0.01,0.05,0.0,0.0,97.1,0.02,0.14,0.06,0.05,0.08,rectangle,17.0,2.526423,4.1586174964904785,22.0,2.4921753,4.483088493347168,15.0,2.345208,3.534165143966675,30.0,3.014289,6.577228546142578,19.0,2.5109136,4.941624641418457,20.0,2.4874685,5.104373931884766
1998.004,28.87,12.45,0.2,0.01,0.03,0.09,0.0,0.01,57.12,0.55,0.14,0.08,0.13,0.34,rectangle,21.0,2.6205318,4.426517009735107,15.0,2.452677,3.860875368118286,15.0,2.3815699,3.7347750663757324,35.0,3.0605862,7.619065761566162,37.0,3.0618622,8.120058059692383,35.0,2.8559148,8.123893737792969
1998.005,9.87,20.7,0.22,0.01,0.17,0.0,0.0,0.01,68.09,0.09,0.51,0.04,0.12,0.16,rectangle,27.0,3.1162376,5.240825176239014,29.0,3.0580325,5.443775653839111,20.0,2.795085,4.299690246582031,29.0,3.002603,6.586572647094727,37.0,3.2834814,7.87009334564209,19.0,2.5124688,4.802778720855713
1998.006,4.58,0.52,2.13,0.03,0.27,7.52,0.0,0.01,81.86,0.77,0.66,0.47,0.49,0.7,rectangle,37.0,3.7028284,6.623142242431641,29.0,3.4095454,5.689079761505127,26.0,3.3071892,5.374006748199463,20.0,2.613068,4.979154586791992,22.0,2.5890393,4.704474449157715,15.0,2.3832095,3.900655746459961
1998.007,1.63,1.82,0.04,0.04,0.35,0.02,0.0,0.01,94.37,0.23,0.44,0.17,0.03,0.86,rectangle,30.0,3.5849075,5.714051723480225,29.0,3.4550688,5.498977184295654,29.0,3.748958,5.86477518081665,28.0,2.7041636,6.047180652618408,23.0,2.6339135,5.0882568359375,26.0,2.8681984,5.831956386566162
1998.008,0.04,1.02,0.14,0.0,0.01,0.0,0.0,0.0,98.02,0.01,0.71,0.01,0.03,0.01,rectangle,20.0,3.1287477,4.446255683898926,24.0,3.2246609,5.001661777496338,22.0,3.0465145,4.585468769073486,25.0,2.4937422,5.8745036125183105,27.0,2.765581,6.637941360473633,28.0,2.8159702,6.9103569984436035
1998.009,11.54,0.96,0.18,0.02,0.14,0.06,0.0,0.0,85.58,0.13,0.42,0.12,0.13,0.73,rectangle,15.0,2.4874685,3.7445273399353027,17.0,2.5326,3.976766586303711,15.0,2.4558604,3.841925859451294,30.0,3.1049356,7.0582194328308105,37.0,3.3552663,8.6434907913208,34.0,3.1770663,8.423128128051758
1998.010,0.76,57.83,0.02,0.0,0.01,0.0,0.0,0.0,41.27,0.08,0.03,0.0,0.0,0.0,bands,21.0,2.8173568,4.685871124267578,17.0,2.7142563,4.2356181144714355,18.0,2.5586863,3.8623175621032715,30.0,3.2343373,6.185090065002441,37.0,3.5816371,7.620835304260254,29.0,3.1868873,6.305646896362305
1998.011,14.03,12.62,3.23,0.05,0.29,9.68,0.0,0.14,35.88,3.1,0.61,2.62,6.5,11.24,rectangle,9.0,1.6840242,2.4231116771698,9.0,1.6630168,2.402719497680664,10.0,1.688657,2.7463667392730713,21.0,2.309965,5.114546298980713,21.0,2.2552023,4.842362403869629,18.0,2.195521,4.201680660247803
1998.012,7.42,1.56,0.17,0.06,0.52,10.19,0.01,0.03,53.33,2.68,0.61,0.49,0.2,22.72,rectangle,24.0,3.0220544,4.569699764251709,31.0,3.520032,6.066074371337891,29.0,3.3272078,5.695168972015381,24.0,2.795085,4.930798053741455,21.0,2.7428885,4.870993614196777,18.0,2.6010816,4.425011157989502
1998.013,1.93,2.88,0.53,0.01,0.15,0.02,0.0,0.0,93.92,0.06,0.37,0.06,0.05,0.03,rectangle,23.0,2.8408296,4.868419170379639,14.0,2.330169,3.624802827835083,18.0,2.737186,4.3700642585754395,50.0,4.0504627,9.261375427246094,19.0,2.6115727,4.44657039642334,30.0,3.1573327,7.0518035888671875
1998.014,10.21,2.87,1.57,0.01,0.05,63.55,0.0,0.03,5.84,15.57,0.07,0.06,0.14,0.03,grid,19.0,2.888555,4.3604865074157715,17.0,2.6472273,3.777853012084961,14.0,2.4780285,3.575700283050537,17.0,2.1722684,3.960214376449585,14.0,2.1120932,3.6287155151367188,13.0,2.0386884,3.2390353679656982
1998.015,12.9,2.3,0.12,0.01,0.01,0.01,0.0,0.0,84.28,0.03,0.15,0.05,0.04,0.1,rectangle,16.0,2.6721947,4.158433437347412,23.0,2.7128167,4.7163472175598145,17.0,2.6838639,3.914088487625122,66.0,4.581723,11.952322959899902,66.0,4.5483513,12.127487182617188,70.0,4.6427026,13.1962890625
1998.016,2.53,8.6,0.14,0.09,0.41,0.13,0.0,0.03,83.09,0.63,0.33,3.19,0.24,0.58,rectangle,18.0,2.833946,4.262182235717773,17.0,2.6531231,4.217068672180176,18.0,2.727178,4.350466251373291,19.0,2.6765766,4.1695170402526855,20.0,2.6838639,4.344474792480469,32.0,2.9947872,6.349884033203125
1998.018,13.79,12.39,0.42,0.01,0.38,0.1,0.0,0.02,70.66,1.3,0.56,0.05,0.28,0.05,rectangle,21.0,3.0091007,4.555421352386475,32.0,3.4152691,5.788344860076904,29.0,3.3130896,5.4589362144470215,25.0,3.0503585,5.15837287902832,30.0,3.48434,5.928068161010742,25.0,3.3119104,5.274927139282227
1999.002,7.75,3.89,0.58,0.06,0.15,7.61,0.01,0.01,65.98,2.51,0.8,0.26,0.28,10.13,rectangle,26.0,3.2775276,5.435194492340088,22.0,3.0181742,4.732480049133301,20.0,2.939494,4.515575885772705,20.0,2.875,4.8736748695373535,22.0,2.9181545,5.206727981567383,29.0,2.9764702,6.084317207336426
1999.003,0.93,21.54,0.42,0.03,0.55,0.01,0.0,0.01,74.35,0.32,1.52,0.12,0.13,0.07,rectangle,16.0,2.3351927,3.707749605178833,16.0,2.384848,3.7772812843322754,14.0,2.323454,3.5012314319610596,37.0,3.4764836,7.485747814178467,43.0,3.5465653,8.292075157165527,29.0,3.0065033,6.459851264953613
1999.005,0.97,86.15,0.01,0.0,0.01,0.0,0.0,0.0,11.85,0.49,0.27,0.23,0.0,0.01,bands,13.0,2.181241,3.1984546184539795,14.0,2.323454,3.4283571243286133,16.0,2.406047,4.000126838684082,15.0,1.841365,3.6845288276672363,11.0,1.8285923,3.0512208938598633,20.0,1.9803724,5.0470404624938965
1999.006,1.91,26.97,0.08,0.04,0.08,0.07,0.0,0.06,67.71,0.76,0.66,0.62,0.18,0.85,rectangle,15.0,2.2132413,3.810795545578003,16.0,2.2638464,3.9270529747009277,15.0,2.2413027,3.977531671524048,17.0,2.292992,4.106284141540527,16.0,2.2255616,4.01096773147583,25.0,2.4558604,5.530284404754639
1999.007,7.79,9.73,0.28,0.12,0.28,0.48,0.0,0.09,56.16,1.12,0.9,2.76,0.68,19.6,rectangle,17.0,2.1451254,3.790131092071533,12.0,2.0972452,3.2413747310638428,10.0,1.9843135,3.0057175159454346,21.0,2.3501995,4.991751670837402,20.0,2.3962862,4.8267717361450195,20.0,2.308273,4.786111831665039
1999.008,4.06,5.87,0.49,0.04,0.08,2.01,0.0,0.01,77.34,1.29,1.38,0.16,0.29,6.98,rectangle,24.0,3.1733756,4.809153079986572,22.0,3.15238,4.899712085723877,23.0,3.1262498,4.796355247497559,40.0,3.8150606,7.954215049743652,39.0,3.6518402,7.756278991699219,39.0,3.913119,7.765870571136475
1999.009,0.22,91.83,0.02,0.01,0.01,0.06,0.0,0.01,2.94,4.22,0.02,0.46,0.01,0.2,bands,11.0,1.841365,2.843637704849243,9.0,1.7477664,2.6899514198303223,12.0,1.8957188,3.3404786586761475,15.0,2.0213702,4.065782070159912,12.0,1.7809758,3.3627161979675293,14.0,1.9039433,3.698087215423584
1999.01,0.49,21.2,0.03,0.0,0.01,0.0,0.0,0.0,76.27,0.04,1.96,0.0,0.01,0.0,rectangle,12.0,2.0879116,3.256070375442505,12.0,2.0935168,3.252337694168091,13.0,2.154211,3.567126750946045,15.0,2.2672946,4.0589728355407715,20.0,2.3014941,5.051547527313232,18.0,2.0634468,4.186234951019287
1999.010,6.46,1.85,0.61,0.11,0.44,1.98,0.0,0.01,73.82,0.66,2.93,0.46,0.44,10.21,rectangle,24.0,3.129996,5.138961315155029,21.0,2.9764702,4.785772323608398,18.0,2.8367014,4.216403961181641,32.0,3.252403,7.125399112701416,28.0,3.0207615,6.618579387664795,24.0,2.9973948,5.670576572418213
1999.011,25.92,1.08,1.64,0.03,0.34,8.65,0.0,0.03,57.5,1.6,0.4,0.32,0.38,2.13,rectangle,19.0,2.8600154,4.346811771392822,17.0,2.810416,4.204104423522949,19.0,2.8422043,4.062318325042725,15.0,2.3268137,4.019114971160889,28.0,2.7810745,6.623230457305908,16.0,2.3501995,3.7712347507476807
1999.012,2.62,14.64,1.52,0.0,0.06,0.08,0.0,0.01,79.47,0.36,0.17,0.11,0.23,0.72,rectangle,25.0,3.1807528,5.070374011993408,21.0,3.1499007,4.800676345825195,31.0,3.2125244,5.705044269561768,16.0,2.4318845,3.9212377071380615,16.0,2.4953082,4.021977424621582,18.0,2.3501995,4.480795860290527
1999.013,0.0,0.6,0.01,0.0,0.0,0.0,0.0,0.0,99.35,0.0,0.03,0.0,0.0,0.0,rectangle,12.0,2.246525,3.4077396392822266,25.0,2.576941,5.0805792808532715,17.0,2.5784564,4.157311916351318,23.0,2.336865,5.178704261779785,21.0,2.4399025,5.175597190856934,20.0,2.409292,5.030573844909668
1999.014,10.16,0.54,0.34,0.24,4.7,0.47,0.01,0.03,56.97,0.28,12.65,0.54,0.33,12.76,rectangle,192.0,11.97654,15.906095504760742,192.0,11.97654,15.906095504760742,192.0,11.97654,15.906095504760742,128.0,8.912772,12.763757705688477,128.0,8.912772,12.763757705688477,128.0,8.912772,12.763757705688477
1999.022,2.72,0.22,3.21,0.03,1.2,34.82,0.0,0.03,51.96,2.03,1.38,1.78,0.28,0.34,rectangle,35.0,4.432656,6.533764362335205,36.0,4.231578,6.3719377517700195,39.0,4.2738304,6.552150726318359,23.0,2.9960911,4.973625659942627,30.0,3.184435,5.6971306800842285,27.0,3.1709127,5.380161762237549
1999.023,3.31,1.69,0.41,0.03,0.1,0.31,0.0,0.01,88.12,0.38,0.61,0.68,0.17,4.19,rectangle,15.0,2.5093575,3.747511625289917,16.0,2.5479772,3.883239269256592,13.0,2.4590394,3.444812774658203,15.0,2.2672946,4.008700847625732,20.0,2.309965,4.7456560134887695,22.0,2.5663083,5.091643333435059
1999.024,9.61,0.55,0.29,0.2,2.71,1.26,0.0,0.04,67.18,0.55,2.54,1.44,0.26,13.37,rectangle,34.0,3.756245,6.2723894119262695,37.0,3.8709657,6.5117411613464355,39.0,3.7280607,6.668694496154785,28.0,2.9751575,5.520782947540283,27.0,3.0477962,5.640372276306152,24.0,2.9221675,4.866654872894287
1999.025,3.5,34.58,0.02,0.04,0.11,0.04,0.0,0.01,56.09,2.32,0.79,2.16,0.05,0.28,rectangle,30.0,3.592527,6.120453357696533,29.0,3.6022997,6.409336566925049,29.0,3.5322177,5.936365127563477,35.0,3.3865542,7.167710781097412,31.0,2.971216,6.3534369468688965,26.0,3.1237497,5.487992286682129
1999.026,0.61,0.4,4.86,0.01,0.06,0.13,0.0,0.0,93.22,0.05,0.26,0.18,0.13,0.1,rectangle,25.0,3.324859,5.18787145614624,26.0,3.3459396,5.260304927825928,31.0,3.4674828,5.839128017425537,24.0,2.7838821,4.931903839111328,17.0,2.444701,4.199960708618164,22.0,2.7142563,4.96348237991333
1999.027,0.79,4.43,0.02,0.06,0.15,0.06,0.0,0.0,92.97,0.59,0.21,0.55,0.04,0.13,rectangle,15.0,2.3897567,3.508046865463257,15.0,2.4622145,3.6850783824920654,15.0,2.4206145,3.623046875,22.0,2.7156951,4.8751444816589355,19.0,2.7084935,4.659050941467285,20.0,2.6765766,4.53986930847168
1999.028,7.94,0.71,0.18,0.02,0.12,0.07,0.0,0.0,89.56,0.08,0.47,0.13,0.12,0.59,rectangle,27.0,3.1954558,4.976283073425293,23.0,3.1436942,4.88253927230835,23.0,3.2655876,5.075403690338135,23.0,2.9659526,5.183607578277588,20.0,2.7185705,4.761122226715088,27.0,2.9921772,5.4080810546875
1999.029,7.17,1.8,0.9,0.03,0.19,0.94,0.0,0.01,86.87,0.53,0.41,0.2,0.12,0.81,rectangle,22.0,3.3459396,4.881138801574707,28.0,3.4955328,5.7437214851379395,36.0,3.831408,6.165567398071289,29.0,2.936835,5.8616414070129395,27.0,2.8270457,5.552515029907227,47.0,3.617449,9.172828674316406
1999.030,2.28,0.68,0.64,0.01,0.07,0.12,0.0,0.0,90.55,0.1,0.36,0.39,0.21,4.57,rectangle,20.0,2.7880886,4.230217933654785,19.0,2.835324,4.309697151184082,16.0,2.7485793,3.896062135696411,25.0,2.6560662,5.519553184509277,26.0,2.5829973,5.848687171936035,41.0,3.3154469,8.564131736755371
1999.031,11.91,0.87,1.11,0.04,0.28,52.32,0.0,0.04,25.29,3.61,0.21,0.41,0.3,3.63,grid,18.0,2.5784564,3.905747413635254,30.0,2.9567192,5.554441452026367,22.0,2.877716,4.89185094833374,19.0,2.6911314,4.383029460906982,18.0,2.613068,4.515458106994629,29.0,2.9986975,6.879398345947266
1999.032,6.56,3.23,0.23,0.04,0.14,1.23,0.0,0.01,76.63,1.01,0.73,0.53,0.25,9.41,rectangle,30.0,3.4753597,5.545881271362305,27.0,3.4380682,5.375209808349609,23.0,3.3622444,5.075930118560791,40.0,3.377314,7.808953285217285,41.0,3.423266,8.32304573059082,31.0,3.0129926,6.269320011138916
1999.033,1.37,5.71,0.05,0.05,0.11,0.05,0.0,0.01,89.76,0.41,0.46,1.47,0.11,0.43,rectangle,17.0,2.7113764,3.956937074661255,17.0,2.7300413,4.007933616638184,10.0,1.9465514,2.9115724563598633,28.0,2.912795,6.803190231323242,23.0,2.498437,5.339132785797119,19.0,2.3485367,4.638232231140137
1999.034,11.24,2.98,0.89,0.04,0.11,9.51,0.0,0.02,56.25,2.23,0.24,0.58,0.47,15.44,rectangle,21.0,2.8572824,4.544670581817627,20.0,2.4606276,4.06308650970459,14.0,2.435095,3.58030366897583,20.0,2.2603927,4.494023323059082,24.0,2.5279686,5.445436954498291,19.0,2.2569337,4.2343950271606445
1999.035,0.57,0.72,1.69,0.0,0.03,0.52,0.0,0.0,95.94,0.28,0.12,0.06,0.02,0.05,rectangle,18.0,2.7400389,4.1052117347717285,19.0,2.8076346,4.274325370788574,20.0,2.8993533,4.269635200500488,22.0,2.7084935,5.812681674957275,23.0,2.5905478,5.487959861755371,27.0,2.9487815,5.781774997711182
1999.036,6.04,0.29,1.77,0.1,2.1,2.21,0.0,0.03,79.34,0.36,4.65,1.26,0.27,1.58,rectangle,79.0,6.681364,10.08917236328125,71.0,6.443262,9.967305183410645,37.0,4.1963525,6.384204387664795,122.0,7.9155703,14.248226165771484,126.0,8.127403,14.460872650146484,34.0,3.6784847,6.444847583770752
1999.037,2.39,3.54,4.12,0.06,3.21,20.2,0.0,0.14,60.87,2.4,1.49,0.81,0.24,0.54,rectangle,13.0,2.1433036,3.451662063598633,15.0,2.2827477,4.015026092529297,18.0,2.5495098,4.279668807983398,20.0,2.3782873,4.906265735626221,16.0,2.3385358,4.035491943359375,20.0,2.7414641,4.6394243240356445
1999.038,11.4,2.34,0.08,0.09,1.02,0.04,0.0,0.02,82.27,0.23,1.05,0.41,0.23,0.82,rectangle,37.0,3.6635878,6.363397121429443,28.0,3.6561165,5.688529014587402,26.0,3.4437444,5.475070476531982,37.0,3.435795,6.604900360107422,28.0,3.2439847,5.315131187438965,24.0,2.9194927,4.7373504638671875
1999.039,5.12,1.03,0.14,0.05,1.18,0.05,0.0,0.02,89.19,0.21,0.81,0.32,0.06,1.82,rectangle,38.0,3.8689468,7.203656196594238,44.0,4.1354036,8.084349632263184,36.0,3.8242645,6.887950420379639,34.0,3.937996,6.458776473999023,39.0,4.0964923,6.870232582092285,38.0,4.237113,6.778502941131592
1999.04,0.44,24.46,0.11,0.03,0.03,0.41,0.0,0.08,39.49,2.77,0.06,21.41,0.07,10.63,rectangle,11.0,2.0213702,2.8398754596710205,12.0,2.042517,2.9361770153045654,7.0,1.4973936,2.1832361221313477,20.0,2.5799708,5.205321311950684,19.0,2.5510414,4.5391387939453125,18.0,1.875,4.794666767120361
1999.040,0.08,30.65,0.2,0.0,0.07,0.0,0.0,0.0,68.88,0.01,0.07,0.01,0.02,0.0,rectangle,17.0,2.6457512,3.9660959243774414,20.0,2.9087691,4.546144008636475,20.0,3.082207,4.744176387786865,32.0,3.520032,6.445992946624756,36.0,3.613127,6.871885299682617,24.0,3.2858598,5.151332378387451
1999.041,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.04,0.0,0.0,rectangle,62.0,4.4633927,10.92165756225586,59.0,4.2975283,10.602540969848633,61.0,4.43706,10.64169979095459,62.0,4.6241555,10.32320785522461,59.0,4.4956574,10.019654273986816,61.0,4.5466332,10.30876636505127
1999.042,0.02,0.41,0.0,0.0,0.01,0.0,0.0,0.0,99.42,0.04,0.01,0.08,0.0,0.01,rectangle,11.0,1.8936572,3.0537099838256836,13.0,2.108391,3.484070301055908,14.0,2.0482461,3.6473498344421387,21.0,2.2895825,5.338278770446777,24.0,2.6457512,5.351824760437012,23.0,2.4622145,5.512701511383057
1999.043,3.42,2.32,0.06,0.12,0.88,0.11,0.0,0.01,89.64,0.52,1.01,1.2,0.1,0.62,rectangle,71.0,6.1840267,9.985337257385254,33.0,3.47873,6.392579078674316,43.0,4.092676,7.144177436828613,54.0,4.314764,8.937125205993652,28.0,3.1461782,5.411722660064697,43.0,3.9310462,7.127094268798828
1999.045,0.0,88.03,0.0,0.0,0.0,0.0,0.0,0.0,11.97,0.0,0.0,0.0,0.0,0.0,bands,13.0,1.8477182,3.266754388809204,13.0,2.0691183,3.3548622131347656,13.0,2.1396554,3.6188886165618896,26.0,2.5372229,6.345329284667969,29.0,2.5586863,6.828487873077393,33.0,2.6882267,7.709593772888184
1999.046,0.2,71.54,0.06,0.05,0.16,0.3,0.0,0.01,7.01,15.16,0.55,4.75,0.04,0.18,bands,12.0,2.09165,3.1810154914855957,14.0,2.3634589,3.37614107131958,13.0,2.3584952,3.3747236728668213,14.0,2.046338,3.8073103427886963,16.0,2.2290692,3.8767342567443848,15.0,2.0766559,3.6613001823425293
2000.001,7.79,0.82,27.16,0.04,0.22,13.31,0.01,0.12,45.21,1.06,0.86,2.36,0.87,0.18,rectangle,29.0,3.5300052,5.187458515167236,23.0,3.4175558,4.767679691314697,16.0,2.6368778,3.842005491256714,18.0,2.3832095,3.9422121047973633,19.0,2.451084,4.326394557952881,21.0,2.5950675,5.1331095695495605
2000.002,9.83,3.71,3.2,0.02,0.06,39.83,0.0,0.05,37.05,4.11,0.21,0.17,0.6,1.15,grid,18.0,2.75142,4.118616104125977,31.0,3.511143,5.961736679077148,25.0,3.343604,5.281682014465332,27.0,2.764168,5.899888038635254,20.0,2.8325672,4.703344821929932,19.0,2.7768574,4.571818828582764
2000.003,7.95,3.11,1.98,0.05,0.17,12.12,0.0,0.04,67.44,1.72,0.63,0.5,0.55,3.71,rectangle,23.0,2.6634095,4.734996318817139,18.0,2.5905478,4.126333713531494,22.0,2.6413183,4.416315078735352,20.0,2.526423,4.382445335388184,21.0,2.5693505,4.71085786819458,21.0,2.5479772,4.601583480834961
2000.004,8.82,2.72,0.86,0.03,0.11,7.62,0.0,0.02,61.0,1.53,0.55,0.75,0.62,15.36,rectangle,13.0,2.4937422,3.6558847427368164,17.0,2.5829973,4.140524864196777,19.0,2.5995793,4.302941799163818,19.0,2.351861,4.635708808898926,19.0,2.3584952,4.369811534881592,18.0,2.3435416,4.103920936584473
2000.005,4.03,8.86,0.44,0.02,0.04,1.26,0.0,0.01,81.03,1.41,0.43,0.17,0.26,2.02,rectangle,27.0,3.4921787,5.402710914611816,26.0,3.5531676,5.409689903259277,21.0,3.3865542,4.725571632385254,36.0,3.3272078,7.3050432205200195,40.0,3.1930099,8.438872337341309,38.0,3.019468,8.242782592773438
2000.006,1.47,2.51,0.07,0.07,0.29,0.02,0.0,0.01,92.68,0.2,1.38,1.04,0.09,0.17,rectangle,19.0,2.5723894,4.579211711883545,18.0,2.4748738,4.174610137939453,15.0,2.4953082,3.9737062454223633,33.0,2.9869509,6.757501602172852,31.0,2.8627455,6.556649208068848,33.0,2.9804049,6.604484558105469
2000.007,2.46,1.31,23.49,0.04,0.09,32.94,0.0,0.06,34.45,1.07,1.04,1.22,1.11,0.71,rectangle,19.0,2.9141357,4.460461616516113,18.0,2.873641,4.370705604553223,21.0,2.86956,4.447157382965088,23.0,2.7357585,5.388505458831787,22.0,2.7156951,5.145465850830078,22.0,2.6824079,4.631758689880371
2000.008,22.91,22.67,1.22,0.0,0.04,1.81,0.0,0.02,42.82,8.26,0.08,0.04,0.11,0.01,rectangle,11.0,2.1378288,3.171801805496216,14.0,2.22029,3.327080726623535,11.0,2.1776564,3.165480136871338,10.0,1.7230061,2.662116050720215,11.0,1.8221725,2.7165377140045166,11.0,1.8770822,2.9935712814331055
2000.009,2.54,0.29,1.16,0.02,0.33,0.03,0.0,0.0,92.66,0.02,2.45,0.15,0.23,0.13,rectangle,16.0,2.4953082,3.664468288421631,26.0,3.2512016,5.355856895446777,26.0,3.1387198,5.203672409057617,18.0,2.4811792,4.297837734222412,27.0,2.7056077,5.566821098327637,27.0,2.5693505,5.79003381729126
2000.010,4.41,1.16,3.31,0.05,0.28,6.26,0.0,0.02,78.95,0.72,1.63,0.76,0.43,2.01,rectangle,27.0,3.5979595,5.285760879516602,25.0,3.453938,4.980932235717773,27.0,3.511143,5.243762016296387,31.0,3.301278,6.412472248077393,39.0,3.6293077,7.820624351501465,34.0,3.49106,6.887923240661621
2000.011,0.47,1.13,0.02,0.0,0.01,0.0,0.0,0.0,98.16,0.17,0.03,0.0,0.01,0.0,rectangle,17.0,2.6809514,4.336147785186768,19.0,2.6115727,4.200507640838623,15.0,2.265571,3.539684295654297,18.0,2.5326,4.347570896148682,13.0,2.3031907,3.471683979034424,15.0,2.1578345,3.641327381134033
